y, walker
422, 11723
423, 13045
424, 14271
425, 15724
426, 17173
427, 19210
428, 21368
429, 23580
430, 25832
431, 28618
432, 31267
433, 34791
434, 38061
435, 41146
436, 44688
437, 49383
438, 53969
439, 58982
440, 64047
441, 70018
442, 75919
443, 82695
444, 89442
445, 97017
446, 105450
447, 115561
448, 125184
449, 135745
450, 145640
451, 157633
452, 170173
453, 184990
454, 199932
455, 215599
456, 231266
457, 249329
458, 266746
459, 286046
460, 305545
461, 327695
462, 350141
463, 375698
464, 401740
465, 431089
466, 459128
467, 488011
468, 517705
469, 553038
470, 589265
471, 627638
472, 665212
473, 707636
474, 749961
475, 793263
476, 837175
477, 888372
478, 940703
479, 995485
480, 1047556
481, 1104108
482, 1163803
483, 1227579
484, 1289325
485, 1354011
486, 1420627
487, 1492042
488, 1563222
489, 1638616
490, 1713288
491, 1793438
492, 1869806
493, 1948924
494, 2028219
495, 2109206
496, 2183506
497, 2263896
498, 2349613
499, 2440753
500, 2530546
501, 2422262
502, 2314279
503, 2211879
504, 2109965
505, 2015589
506, 1922302
507, 1833266
508, 1744186
509, 1663834
510, 1588990
511, 1519561
512, 1447115
513, 1380780
514, 1315454
515, 1253786
516, 1191636
517, 1133347
518, 1076084
519, 1023093
520, 971629
521, 925420
522, 878053
523, 835363
524, 792908
525, 754147
526, 715088
527, 679174
528, 642045
529, 606632
530, 570723
531, 538543
532, 506895
533, 477783
534, 450049
535, 424910
536, 398610
537, 376132
538, 354187
539, 333399
540, 312041
541, 292956
542, 274325
543, 257850
544, 241331
545, 226515
546, 211270
547, 197474
548, 184695
549, 174217
550, 162936
551, 152361
552, 141644
553, 132315
554, 123309
555, 115097
556, 106189
557, 98748
558, 91929
559, 85902
560, 79354
561, 73326
562, 67149
563, 62392
564, 57459
565, 52576
566, 48226
567, 44637
568, 40908
569, 37928
570, 34674
571, 32074
572, 29456
573, 27172
574, 25266
575, 23350
576, 21138
577, 19245
578, 17484
579, 15932
580, 14427
581, 13476
582, 12473
583, 11565
584, 10610
585, 9724
586, 8782
587, 8002
588, 7194
589, 6533
590, 5948
591, 5568
592, 5129
593, 4558
594, 4050
595, 3800
596, 3430
597, 3174
598, 2900
599, 2614
600, 2342
601, 2033
602, 1800
603, 1675
604, 1520
605, 1377
606, 1246
607, 1144
608, 1000
609, 864
610, 780
611, 734
612, 671
613, 585
614, 491
615, 423
616, 372
617, 374
618, 338
619, 357
620, 368
621, 295
622, 234
623, 216
624, 197
625, 183
626, 163
627, 141
628, 116
629, 92
630, 93
631, 117
632, 113
633, 91
634, 73
635, 62
636, 56
637, 45
638, 32
639, 19
640, 11
641, 7
642, 2
643, 3
644, 2
645, 0
646, 0
647, 0
648, 0
649, 0
650, 0
651, 0
652, 0
653, 0
654, 0
655, 0
656, 0
657, 0
658, 0
659, 0
660, 0
661, 0
662, 0
663, 0
664, 0
665, 0
666, 0
667, 0
668, 0
669, 0
670, 0
671, 0
672, 0
673, 0
674, 0
675, 0
676, 0
677, 0
678, 0
679, 0
680, 0
681, 0
682, 0
683, 0
684, 0
685, 0
686, 0
687, 0
688, 0
689, 0
690, 0
691, 0
692, 0
693, 0
694, 0
695, 0
696, 0
697, 0
698, 0
699, 0
700, 0
701, 0
702, 0
703, 0
704, 0
705, 0
706, 0
707, 0
708, 0
709, 0
710, 0
711, 0
712, 0
713, 0
714, 0
715, 0
716, 0
717, 0
718, 0
719, 0
720, 0
721, 0
722, 0
723, 0
724, 0
725, 0
726, 0
727, 0
728, 0
729, 0
730, 0
731, 0
732, 0
733, 0
734, 0
735, 0
736, 0
737, 0
738, 0
739, 0
740, 0
741, 0
742, 0
743, 0
744, 0
745, 0
746, 0
747, 0
748, 0
749, 0
750, 0
751, 0
752, 0
753, 0
754, 0
755, 0
756, 0
757, 0
758, 0
759, 0
760, 0
761, 0
762, 0
763, 0
764, 0
765, 0
766, 0
767, 0
768, 0
769, 0
770, 0
771, 0
772, 0
773, 0
774, 0
775, 0
776, 0
777, 0
778, 0
779, 0
780, 0
781, 0
782, 0
783, 0
784, 0
785, 0
786, 0
787, 0
788, 0
789, 0
790, 0
791, 0
792, 0
793, 0
794, 0
795, 0
796, 0
797, 0
798, 0
799, 0
800, 0
801, 0
802, 0
803, 0
804, 0
805, 0
806, 0
807, 0
808, 0
809, 0
810, 0
811, 0
812, 0
813, 0
814, 0
815, 0
816, 0
817, 0
818, 0
819, 0
820, 0
821, 0
822, 0
823, 0
824, 0
825, 0
826, 0
827, 0
828, 0
829, 0
830, 0
831, 0
832, 0
833, 0
834, 0
835, 0
836, 0
837, 0
838, 0
839, 0
840, 0
841, 0
842, 0
843, 0
844, 0
845, 0
846, 0
847, 0
848, 0
849, 0
850, 0
851, 0
852, 0
853, 0
854, 0
855, 0
856, 0
857, 0
858, 0
859, 0
860, 0
861, 0
862, 0
863, 0
864, 0
865, 0
866, 0
867, 0
868, 0
869, 0
870, 0
871, 0
872, 0
873, 0
874, 0
875, 0
876, 0
877, 0
878, 0
879, 0
880, 0
881, 0
882, 0
883, 0
884, 0
885, 0
886, 0
887, 0
888, 0
889, 0
890, 0
891, 0
892, 0
893, 0
894, 0
895, 0
896, 0
897, 0
898, 0
899, 0
900, 0
901, 0
902, 0
903, 0
904, 0
905, 0
906, 0
907, 0
908, 0
909, 0
910, 0
911, 0
912, 0
913, 0
914, 0
915, 0
916, 0
917, 0
918, 0
919, 0
920, 0
921, 0
922, 0
923, 0
924, 0
925, 0
926, 0
927, 0
928, 0
929, 0
930, 0
931, 0
932, 0
933, 0
934, 0
935, 0
936, 0
937, 0
938, 0
939, 0
940, 0
941, 0
942, 0
943, 0
944, 0
945, 0
946, 0
947, 0
948, 0
949, 0
950, 0
951, 0
952, 0
953, 0
954, 0
955, 0
956, 0
957, 0
958, 0
959, 0
960, 0
961, 0
962, 0
963, 0
964, 0
965, 0
966, 0
967, 0
968, 0
969, 0
970, 0
971, 0
972, 0
973, 0
974, 0
975, 0
976, 0
977, 0
978, 0
979, 0
980, 0
981, 0
982, 0
983, 0
984, 0
985, 0
986, 0
987, 0
988, 0
989, 0
990, 0
991, 0
992, 0
993, 0
994, 0
995, 0
996, 0
997, 0
998, 0
999, 0
1000, 0
