y, walker
426, 178
427, 202
428, 217
429, 219
430, 267
431, 355
432, 417
433, 450
434, 467
435, 496
436, 528
437, 550
438, 612
439, 665
440, 708
441, 797
442, 848
443, 886
444, 909
445, 923
446, 966
447, 1056
448, 1183
449, 1273
450, 1272
451, 1342
452, 1455
453, 1567
454, 1716
455, 1949
456, 2116
457, 2269
458, 2414
459, 2465
460, 2708
461, 3029
462, 3223
463, 3409
464, 3523
465, 3731
466, 3877
467, 4059
468, 4569
469, 5179
470, 5631
471, 6001
472, 6327
473, 6714
474, 7020
475, 7343
476, 7724
477, 8198
478, 8884
479, 9488
480, 9932
481, 10540
482, 11331
483, 12022
484, 12736
485, 13708
486, 14584
487, 15576
488, 16426
489, 17080
490, 17859
491, 18855
492, 19752
493, 20613
494, 21441
495, 22364
496, 23161
497, 23732
498, 24274
499, 25036
500, 26026
501, 24871
502, 23840
503, 22884
504, 21651
505, 20505
506, 19424
507, 18602
508, 17735
509, 16880
510, 15848
511, 14925
512, 14209
513, 13564
514, 12960
515, 12452
516, 11792
517, 11045
518, 10506
519, 10122
520, 9575
521, 9252
522, 8939
523, 8305
524, 7827
525, 7684
526, 7291
527, 6639
528, 6221
529, 5923
530, 5644
531, 5433
532, 5162
533, 4933
534, 4744
535, 4490
536, 4141
537, 3827
538, 3676
539, 3563
540, 3327
541, 3124
542, 2914
543, 2633
544, 2253
545, 1984
546, 1886
547, 1856
548, 1676
549, 1494
550, 1458
551, 1407
552, 1294
553, 1264
554, 1188
555, 1055
556, 978
557, 866
558, 772
559, 795
560, 770
561, 697
562, 676
563, 623
564, 532
565, 522
566, 497
567, 452
568, 430
569, 386
570, 329
571, 281
572, 235
573, 185
574, 166
575, 146
576, 119
577, 116
578, 129
579, 131
580, 119
581, 114
582, 102
583, 89
584, 80
585, 67
586, 37
587, 25
588, 36
589, 41
590, 45
591, 46
592, 36
593, 26
594, 21
595, 17
596, 12
597, 7
598, 5
599, 7
600, 15
601, 26
602, 24
603, 15
604, 11
605, 10
606, 10
607, 8
608, 6
609, 10
610, 13
611, 10
612, 12
613, 13
614, 15
615, 25
616, 30
617, 23
618, 13
619, 9
620, 6
621, 5
622, 3
623, 1
624, 0
625, 0
626, 0
627, 0
628, 0
629, 0
630, 0
631, 0
632, 0
633, 0
634, 0
635, 0
636, 0
637, 0
638, 0
639, 0
640, 0
641, 0
642, 0
643, 0
644, 0
645, 0
646, 0
647, 0
648, 0
649, 0
650, 0
651, 0
652, 0
653, 0
654, 0
655, 0
656, 0
657, 0
658, 0
659, 0
660, 0
661, 0
662, 0
663, 0
664, 0
665, 0
666, 0
667, 0
668, 0
669, 0
670, 0
671, 0
672, 0
673, 0
674, 0
675, 0
676, 0
677, 0
678, 0
679, 0
680, 0
681, 0
682, 0
683, 0
684, 0
685, 0
686, 0
687, 0
688, 0
689, 0
690, 0
691, 0
692, 0
693, 0
694, 0
695, 0
696, 0
697, 0
698, 0
699, 0
700, 0
701, 0
702, 0
703, 0
704, 0
705, 0
706, 0
707, 0
708, 0
709, 0
710, 0
711, 0
712, 0
713, 0
714, 0
715, 0
716, 0
717, 0
718, 0
719, 0
720, 0
721, 0
722, 0
723, 0
724, 0
725, 0
726, 0
727, 0
728, 0
729, 0
730, 0
731, 0
732, 0
733, 0
734, 0
735, 0
736, 0
737, 0
738, 0
739, 0
740, 0
741, 0
742, 0
743, 0
744, 0
745, 0
746, 0
747, 0
748, 0
749, 0
750, 0
751, 0
752, 0
753, 0
754, 0
755, 0
756, 0
757, 0
758, 0
759, 0
760, 0
761, 0
762, 0
763, 0
764, 0
765, 0
766, 0
767, 0
768, 0
769, 0
770, 0
771, 0
772, 0
773, 0
774, 0
775, 0
776, 0
777, 0
778, 0
779, 0
780, 0
781, 0
782, 0
783, 0
784, 0
785, 0
786, 0
787, 0
788, 0
789, 0
790, 0
791, 0
792, 0
793, 0
794, 0
795, 0
796, 0
797, 0
798, 0
799, 0
800, 0
801, 0
802, 0
803, 0
804, 0
805, 0
806, 0
807, 0
808, 0
809, 0
810, 0
811, 0
812, 0
813, 0
814, 0
815, 0
816, 0
817, 0
818, 0
819, 0
820, 0
821, 0
822, 0
823, 0
824, 0
825, 0
826, 0
827, 0
828, 0
829, 0
830, 0
831, 0
832, 0
833, 0
834, 0
835, 0
836, 0
837, 0
838, 0
839, 0
840, 0
841, 0
842, 0
843, 0
844, 0
845, 0
846, 0
847, 0
848, 0
849, 0
850, 0
851, 0
852, 0
853, 0
854, 0
855, 0
856, 0
857, 0
858, 0
859, 0
860, 0
861, 0
862, 0
863, 0
864, 0
865, 0
866, 0
867, 0
868, 0
869, 0
870, 0
871, 0
872, 0
873, 0
874, 0
875, 0
876, 0
877, 0
878, 0
879, 0
880, 0
881, 0
882, 0
883, 0
884, 0
885, 0
886, 0
887, 0
888, 0
889, 0
890, 0
891, 0
892, 0
893, 0
894, 0
895, 0
896, 0
897, 0
898, 0
899, 0
900, 0
901, 0
902, 0
903, 0
904, 0
905, 0
906, 0
907, 0
908, 0
909, 0
910, 0
911, 0
912, 0
913, 0
914, 0
915, 0
916, 0
917, 0
918, 0
919, 0
920, 0
921, 0
922, 0
923, 0
924, 0
925, 0
926, 0
927, 0
928, 0
929, 0
930, 0
931, 0
932, 0
933, 0
934, 0
935, 0
936, 0
937, 0
938, 0
939, 0
940, 0
941, 0
942, 0
943, 0
944, 0
945, 0
946, 0
947, 0
948, 0
949, 0
950, 0
951, 0
952, 0
953, 0
954, 0
955, 0
956, 0
957, 0
958, 0
959, 0
960, 0
961, 0
962, 0
963, 0
964, 0
965, 0
966, 0
967, 0
968, 0
969, 0
970, 0
971, 0
972, 0
973, 0
974, 0
975, 0
976, 0
977, 0
978, 0
979, 0
980, 0
981, 0
982, 0
983, 0
984, 0
985, 0
986, 0
987, 0
988, 0
989, 0
990, 0
991, 0
992, 0
993, 0
994, 0
995, 0
996, 0
997, 0
998, 0
999, 0
1000, 0
