467, 517
466, 518
467, 519
468, 518
467, 519
466, 520
465, 521
464, 522
465, 523
466, 524
465, 523
466, 524
465, 523
466, 524
465, 523
466, 524
467, 523
466, 524
465, 523
464, 524
463, 523
462, 522
461, 523
460, 522
461, 523
460, 524
459, 523
460, 524
461, 525
462, 526
463, 527
464, 528
465, 527
466, 526
467, 525
468, 526
469, 525
468, 524
467, 525
468, 524
469, 523
468, 522
469, 523
468, 522
469, 521
468, 522
469, 521
470, 522
469, 523
468, 522
469, 521
468, 522
469, 523
470, 522
469, 523
468, 522
469, 523
468, 524
469, 525
468, 524
469, 525
468, 526
469, 527
470, 526
471, 525
472, 526
471, 527
470, 526
471, 525
470, 524
469, 525
468, 524
469, 525
470, 524
471, 523
472, 524
473, 523
474, 524
473, 525
472, 526
473, 525
474, 524
473, 523
474, 524
475, 523
474, 524
473, 525
472, 526
473, 525
472, 524
471, 523
470, 522
471, 523
470, 524
471, 525
472, 526
471, 527
470, 526
471, 527
470, 528
469, 529
470, 528
469, 529
468, 528
467, 529
468, 530
467, 531
466, 530
467, 531
466, 532
467, 531
466, 532
467, 533
466, 534
467, 535
468, 536
469, 535
468, 534
467, 535
466, 536
467, 535
466, 534
465, 535
466, 534
465, 535
466, 534
465, 533
464, 532
463, 533
462, 534
463, 535
464, 534
463, 533
464, 534
463, 533
464, 532
463, 531
464, 532
465, 533
466, 532
467, 533
468, 534
467, 535
466, 536
467, 535
468, 534
467, 535
468, 536
467, 537
468, 538
469, 539
468, 538
469, 537
468, 538
469, 537
468, 538
467, 537
468, 538
467, 539
466, 540
465, 539
464, 540
465, 539
466, 538
465, 539
466, 538
467, 537
468, 538
467, 539
468, 538
467, 537
466, 536
465, 537
464, 538
465, 539
466, 538
467, 537
466, 538
467, 537
466, 538
465, 537
464, 536
463, 537
464, 538
465, 539
464, 538
465, 539
466, 538
467, 539
466, 540
467, 541
466, 542
465, 543
466, 544
465, 545
466, 546
465, 545
466, 546
465, 547
466, 546
467, 545
466, 546
467, 545
466, 546
465, 545
464, 546
463, 547
464, 548
463, 547
464, 548
463, 549
462, 550
463, 549
462, 548
461, 547
460, 546
459, 547
460, 546
459, 545
458, 544
459, 545
458, 544
457, 543
458, 544
459, 545
460, 544
459, 543
460, 542
461, 541
462, 540
463, 539
462, 538
461, 537
462, 536
463, 537
464, 536
465, 535
466, 534
467, 535
466, 534
465, 535
466, 536
465, 537
464, 538
463, 537
462, 538
461, 539
460, 540
459, 541
458, 542
459, 541
458, 542
459, 541
460, 540
461, 539
462, 538
461, 539
460, 538
459, 539
458, 540
457, 541
458, 542
457, 543
456, 544
457, 545
458, 546
459, 545
460, 546
459, 547
458, 546
459, 545
460, 544
461, 543
462, 542
461, 541
